"Final price includes additional cost of gift wrapping.","Kwota zawiera dodatkową opłatę za opakowania prezentowe.",module,InPost_InPostPayCommerce
"Gift cards and reward points may only be used in the store checkout. They are not supported in InPost Pay Mobile App.","Karty podarunkowe i punkty nagród mogą być użyte wyłącznie w kasie sklepu. Nie są obsługiwane w aplikacji mobilnej InPost Pay.",module,InPost_InPostPayCommerce
